name,lat,lon
용산전자상가.전자랜드,37.53300315,126.9582513
원효대교북단,37.53202266,126.9559097
용산경찰서,37.54050928,126.9691782
용산경찰서,37.540206,126.969018
용산꿈나무종합타운.원효로우체국,37.53861829,126.966923
용산e편한세상,37.53746887,126.9653047
남정초등학교,37.53645236,126.9635192
원효로2가,37.53625153,126.962976
원효로2가사거리,37.53504971,126.9609925
원효로3가,37.53405373,126.958172
원효로3가,37.53393879,126.9582384
용암초등학교입구.이태원주공아파트,37.54376457,126.9886109
이태원동남산대림아파트.용산동아파트,37.53974646,126.9873586
용산한신아파트,37.53978771,126.9871848
해방촌,37.53770971,126.9865965
국군재정관리단,37.53712103,126.9868243
용산구청.크라운호텔,37.53025072,126.991106
용산구청.크라운호텔,37.52961444,126.9911952
한강중학교,37.52537977,126.9920733
한강중학교앞,37.52457341,126.9925857
서빙고역1번출구,37.5200511,126.989474
장충단로입구,37.54572913,127.0024196
남산예술원,37.54432965,127.0021239
서울중부기술교육원.블루스퀘어,37.54152715,127.0034717
서울시중부기술교육원.블루스퀘어,37.54134464,127.0034059
순천향대학병원,37.53638982,127.0056119
순천향대학병원,37.53556443,127.0061932
순천향대학병원,37.53587434,127.0056811
순천향대학병원.한남오거리,37.535247,127.006068
한남5거리,37.531398,127.009314
남산도서관.용산도서관,37.55224263,126.981555
남산도서관.용산도서관,37.55214891,126.981119
후암약수터,37.54852147,126.984251
후암약수터,37.54841966,126.9842345
보성여중고입구,37.54635683,126.9858231
보성여중고입구,37.54634193,126.9856663
남산체육관,37.54265586,126.9927887
남산체육관,37.54259906,126.9929199
하얏트호텔,37.54157513,126.9961895
하얏트호텔,37.54090569,126.9973174
용마루고개(서울자동차고등학교),37.54062158,126.9584548
용마루고개.효창파크푸르지오아파트,37.5404113,126.9586242
효창공원앞역.이봉창역사울림관,37.53925541,126.9620555
효창공원앞역.이봉창역사울림관,37.53915856,126.9618767
용산꿈나무종합타운.보건분소,37.53844127,126.9650058
용산꿈나무종합타운.보건분소,37.53839786,126.9646409
원효로제1동주민센터,37.53770073,126.967228
전쟁기념관,37.53470007,126.9768601
